event_time,event_id,event_type,product_id,category_id,brand,price,cum_sum,points_earned,user_id,tier_id,tier_name,user_session,earn_rate
2/7/2022,event104,purchase,5839635,1.49E+18,1,2.37,63.94,2,576005683,,Bronze,28172809-7e4a-45ce-bab0-5efa90117cd5,1
2/7/2022,event104,purchase,5900257,1.49E+18,1,6.03,69.97,6,576005683,,Bronze,31d72e52-2a96-4271-9e58-e007739740f5,1
2/7/2022,event104,purchase,5817690,1.49E+18,1,0.79,70.76,1,576005683,,Bronze,2b5c21f6-bc00-4bdb-a22b-b3ccaf9d0c40,1
2/7/2022,event104,purchase,5866559,1.89E+18,3,3.97,74.73,4,576005683,,Bronze,3d7eb1ac-5a3e-4356-8eaa-c9dffc8c4141,1
2/7/2022,event104,purchase,5866559,1.89E+18,2,3.97,78.7,4,576005683,,Bronze,d8d0fd19-7e53-4bc9-87fc-928cfd4f800d,1
2/7/2022,event104,purchase,5801116,1.78E+18,4,11.59,90.29,12,576005683,,Bronze,4ba9b9ba-f659-4e58-9244-4975679c2cd1,1
3/21/2022,event105,purchase,5867632,1.49E+18,1,6.35,96.64,6,576005683,,Bronze,14f2d89c-6109-47e6-af22-5d7dc19641ac,1
3/21/2022,event105,purchase,5817690,1.49E+18,4,0.79,97.43,1,576005683,,Bronze,3d7eb1ac-5a3e-4356-8eaa-c9dffc8c4141,1
3/21/2022,event105,purchase,5807805,1.49E+18,2,4.44,101.87,4,576005683,,Bronze,28172809-7e4a-45ce-bab0-5efa90117cd5,1
3/21/2022,event105,purchase,30194,1.49E+18,1,0.38,102.25,0,576005683,,Bronze,28172809-7e4a-45ce-bab0-5efa90117cd5,1
3/21/2022,event105,purchase,5807805,1.49E+18,3,4.44,106.69,4,576005683,,Bronze,28172809-7e4a-45ce-bab0-5efa90117cd5,1
3/21/2022,event105,purchase,5740530,1.49E+18,2,3.95,110.64,4,576005683,,Bronze,28172809-7e4a-45ce-bab0-5efa90117cd5,1
3/21/2022,event105,purchase,5711735,1.49E+18,3,6.03,116.67,6,576005683,,Bronze,31d72e52-2a96-4271-9e58-e007739740f5,1
5/15/2022,event106,purchase,5824148,1.49E+18,2,5.56,122.23,7,576005683,,Silver,28172809-7e4a-45ce-bab0-5efa90117cd5,1.25
5/15/2022,event106,purchase,5806922,1.49E+18,4,6.27,128.5,8,576005683,,Silver,fd2e8e2e-e4ba-47fc-a0fc-ecbfd9a5b6fe,1.25
5/15/2022,event106,purchase,5819640,1.49E+18,3,26.98,155.48,34,576005683,,Silver,4ba9b9ba-f659-4e58-9244-4975679c2cd1,1.25
5/15/2022,event106,purchase,5866559,1.89E+18,4,3.97,159.45,5,576005683,,Silver,3d7eb1ac-5a3e-4356-8eaa-c9dffc8c4141,1.25
7/5/2022,event107,return,5889300,1.49E+18,2,-3.33,156.12,-4,576005683,,Silver,3d7eb1ac-5a3e-4356-8eaa-c9dffc8c4141,1.25
7/5/2022,event107,return,5817690,1.49E+18,2,-0.79,155.33,-1,576005683,,Silver,3d7eb1ac-5a3e-4356-8eaa-c9dffc8c4141,1.25
7/5/2022,event107,return,5817690,1.49E+18,1,-0.79,154.54,-1,576005683,,Silver,3d7eb1ac-5a3e-4356-8eaa-c9dffc8c4141,1.25
7/5/2022,event107,return,5809910,1.6E+18,4,-5.24,149.3,-7,576005683,,Silver,3d7eb1ac-5a3e-4356-8eaa-c9dffc8c4141,1.25
7/5/2022,event107,return,5809910,1.6E+18,2,-5.24,144.06,-7,576005683,,Silver,3d7eb1ac-5a3e-4356-8eaa-c9dffc8c4141,1.25
7/5/2022,event107,return,5889300,1.49E+18,4,-3.33,140.73,-4,576005683,,Silver,3d7eb1ac-5a3e-4356-8eaa-c9dffc8c4141,1.25
7/5/2022,event107,return,5807805,1.49E+18,2,-4.44,136.29,-6,576005683,,Silver,3d7eb1ac-5a3e-4356-8eaa-c9dffc8c4141,1.25
7/5/2022,event107,return,5807805,1.49E+18,2,-4.44,131.85,-6,576005683,,Silver,3d7eb1ac-5a3e-4356-8eaa-c9dffc8c4141,1.25
1/26/2022,event1001,bonus,5907841,1.49E+18,3,1.43,122.57,2,576802932,,Silver,1142f2ff-7d68-4325-ae1d-b8fe787e421b,1.25
1/26/2022,event1001,bonus,5908189,1.49E+18,3,1.43,229.64,2,576802932,,Silver,87c51dfe-965b-4120-a06a-b81fab8bb670,1.25
1/26/2022,event1001,bonus,5806553,1.49E+18,1,10.63,262.93,13,576802932,,Silver,0084230a-3586-4ef3-8ef3-5cfc2f6fcaf4,1.25
3/5/2022,event1002,bonus,5806550,1.49E+18,3,10.63,329.01,19,576802932,,Gold,17d31ddf-1a0a-484b-ba5f-c2769b6234ac,1.75
3/5/2022,event1002,bonus,5904796,1.49E+18,3,1.59,353.53,3,576802932,,Gold,ecbc1959-46e6-4093-b352-309aba61cde1,1.75
3/5/2022,event1002,bonus,5779238,1.49E+18,3,4.76,358.29,8,576802932,,Gold,ca6c4c95-3777-4ff5-86e7-b77bf982bd49,1.75
3/5/2022,event1002,bonus,5907866,1.49E+18,1,1.43,412.52,3,576802932,,Gold,2319caf9-dbec-48a3-b701-775db824728d,1.75
3/5/2022,event1002,bonus,5731469,1.49E+18,1,6.35,576.01,11,576802932,,Gold,8d55bd2c-b8cb-4624-97ba-feec0fa0f898,1.75
5/5/2022,event1003,bonus,5907839,1.49E+18,2,1.43,645.77,3,576802932,,Platinum,652c0eb9-b2f4-41c5-86c4-33db10d7bb93,2
5/5/2022,event1003,bonus,5904802,1.49E+18,4,1.59,661.69,3,576802932,,Platinum,865cec01-8584-4f06-b4cf-1cac6d34a686,2
5/5/2022,event1003,bonus,5885387,1.49E+18,3,0.79,776.87,2,576802932,,Platinum,45e0aa00-a533-4d65-8cba-25d828473267,2
6/4/2022,event1004,bonus,5867617,1.49E+18,2,5.22,811.26,10,576802932,,Platinum,61f68378-8550-4ff2-be1f-4c2b6dd6d02b,2
6/4/2022,event1004,bonus,5885431,1.49E+18,2,7.22,925.16,14,576802932,,Platinum,51d85cb0-897f-48d2-918b-ad63965c12dc,2
6/4/2022,event1004,bonus,5800027,1.49E+18,4,7.22,909.65,14,576802932,,Platinum,51d85cb0-897f-48d2-918b-ad63965c12dc,2
6/4/2022,event1004,bonus,5800024,1.49E+18,1,7.22,895.69,14,576802932,,Platinum,51d85cb0-897f-48d2-918b-ad63965c12dc,2
6/4/2022,event1004,bonus,5730189,1.49E+18,2,6.35,827.93,13,576802932,,Platinum,c2e3713b-9c29-4f87-a38c-03889c51dd38,2
10/5/2022,event1005,bonus,5813498,1.49E+18,2,11.03,838.96,22,576802932,,Platinum,c2e3713b-9c29-4f87-a38c-03889c51dd38,2
10/5/2022,event1005,bonus,5775512,1.49E+18,2,6.35,845.31,13,576802932,,Platinum,c2e3713b-9c29-4f87-a38c-03889c51dd38,2
10/5/2022,event1005,bonus,5730190,1.49E+18,3,6.35,818.98,13,576802932,,Platinum,51d85cb0-897f-48d2-918b-ad63965c12dc,2
10/5/2022,event1005,bonus,5731076,1.49E+18,3,6.35,818.52,13,576802932,,Platinum,c2e3713b-9c29-4f87-a38c-03889c51dd38,2
10/5/2022,event1005,bonus,5847872,1.49E+18,3,7.94,657.77,16,576802932,,Platinum,51d85cb0-897f-48d2-918b-ad63965c12dc,2
1/6/2022,event555,purchase,5836815,1.78E+18,2,11.9,11.9,12,576802932,,Bronze,39219840-294d-4ce1-843c-9ee363018bd1,1
1/6/2022,event555,purchase,5904704,1.49E+18,1,1.59,13.49,2,576802932,,Bronze,b4540b40-f993-42e9-8aa5-358e3ac383a1,1
1/6/2022,event555,purchase,5862324,1.49E+18,1,0.79,14.28,1,576802932,,Bronze,1300b657-99ff-4f7c-8bee-0c15fc73af90,1
1/6/2022,event555,purchase,5906103,1.49E+18,3,0.79,15.07,1,576802932,,Bronze,2e551992-c9c6-4675-8c2e-dca8c18945ac,1
1/6/2022,event555,purchase,5866164,1.49E+18,1,1.75,16.82,2,576802932,,Bronze,640888c6-9247-4f2c-b61b-03159ec70b36,1
1/6/2022,event555,purchase,5904252,1.49E+18,3,1.59,18.41,2,576802932,,Bronze,fc36165f-66b0-4486-a8d2-f5a8ddfa0076,1
1/6/2022,event555,purchase,5824135,1.49E+18,3,12.7,31.11,13,576802932,,Bronze,b66066f5-7a1b-417c-9cfc-cbe6c7de747d,1
1/6/2022,event555,purchase,5907880,1.49E+18,4,1.43,32.54,1,576802932,,Bronze,b4d05678-9f66-4038-bc70-f67384d38088,1
1/6/2022,event555,purchase,5899364,1.49E+18,2,1.75,34.29,2,576802932,,Bronze,8c19e6fa-ce5f-4917-857e-0c5cab29908d,1
1/6/2022,event555,purchase,5823630,1.49E+18,3,5.22,39.51,5,576802932,,Bronze,8f0def32-396b-4122-832c-9a53b9834dd3,1
1/6/2022,event555,purchase,5866164,1.49E+18,1,1.75,41.26,2,576802932,,Bronze,407543c3-47cd-469d-9b08-af5eb9f871c9,1
1/6/2022,event555,purchase,5873234,1.49E+18,2,6.33,47.59,6,576802932,,Bronze,4971b717-fd5d-4c57-8639-da50d3961b4e,1
1/6/2022,event555,purchase,5906118,1.49E+18,3,1.27,48.86,1,576802932,,Bronze,679eb79e-8b23-445a-93d1-2189f0d1e286,1
1/6/2022,event555,purchase,5907839,1.49E+18,2,1.43,50.29,1,576802932,,Bronze,c2b07c80-8e15-431b-a5b4-85f9172b4ed7,1
1/12/2022,event556,purchase,5907852,1.49E+18,1,1.43,51.72,1,576802932,,Bronze,ec87d9a1-bff5-4888-8607-abe22b45eb93,1
1/12/2022,event556,purchase,5866174,1.49E+18,3,1.75,53.47,2,576802932,,Bronze,63534b20-f831-41fc-b369-52e4767439ae,1
1/12/2022,event556,purchase,5907874,1.49E+18,3,1.43,54.9,1,576802932,,Bronze,322c5a0b-30c6-491a-9f03-ad9e83745fba,1
1/12/2022,event556,purchase,5786768,1.49E+18,4,5.54,60.44,6,576802932,,Bronze,30816cef-10fc-4db8-9836-1c57e8f82fc0,1
1/12/2022,event556,purchase,5779238,1.49E+18,3,4.76,65.2,5,576802932,,Bronze,592f997c-a73c-4189-b4b1-09bd2587ee4f,1
1/12/2022,event556,purchase,5700046,1.49E+18,2,0.4,65.6,0,576802932,,Bronze,51d85cb0-897f-48d2-918b-ad63965c12dc,1
1/12/2022,event556,purchase,5848332,1.49E+18,1,1.43,67.03,1,576802932,,Bronze,2973de68-8b61-4492-88d0-a4760c543be2,1
1/12/2022,event556,purchase,5835921,1.49E+18,2,5.54,72.57,6,576802932,,Bronze,000a8a3a-7bc0-40af-954b-72c53aabb452,1
1/12/2022,event556,purchase,5904275,1.49E+18,3,1.59,74.16,2,576802932,,Bronze,7f2c7c90-a41b-4c90-81ba-795464084cf4,1
1/12/2022,event556,purchase,5730190,1.49E+18,3,6.35,80.51,6,576802932,,Bronze,f0c193e5-033c-4da1-bebc-8949322e30a8,1
1/12/2022,event556,purchase,5813147,1.49E+18,3,5.54,86.05,6,576802932,,Bronze,809655ed-5a1c-4f44-9deb-1c1cce20de9d,1
1/12/2022,event556,purchase,5825926,1.49E+18,2,6.02,92.07,6,576802932,,Bronze,4c1a5abe-bcaa-4e5c-9d7b-05166aca2926,1
1/12/2022,event556,purchase,5825919,1.49E+18,1,6.02,98.09,6,576802932,,Bronze,a63ff9db-abd0-4b0c-9fdd-11055b4c2e41,1
1/12/2022,event556,purchase,5877488,1.49E+18,1,2.38,100.47,2,576802932,,Bronze,e72dd974-f213-43f9-9bf9-3f3fa67e02b4,1
1/12/2022,event556,purchase,5752488,1.49E+18,3,4.27,104.74,4,576802932,,Bronze,d08ec8c2-f536-499b-96af-087c831d1715,1
1/12/2022,event556,purchase,5903762,1.49E+18,3,1.59,106.33,2,576802932,,Bronze,9077ea29-84b4-4b36-b26c-459de4c0b786,1
1/12/2022,event556,purchase,5907856,1.49E+18,2,1.43,107.76,1,576802932,,Bronze,2a51ec34-311e-4fbf-a104-7744ddecc853,1
1/12/2022,event556,purchase,5786770,1.49E+18,2,5.54,113.3,6,576802932,,Bronze,e5149dfe-1a19-4e29-a552-ea7d2186fdd2,1
1/12/2022,event556,purchase,5817700,1.49E+18,1,0.71,114.01,1,576802932,,Bronze,7df52373-e255-4889-9d68-e05a7f119cca,1
1/12/2022,event556,purchase,5786770,1.49E+18,2,5.54,119.55,6,576802932,,Bronze,25ea94df-15b9-4101-8cc1-eb4d561b51c3,1
1/26/2022,event557,purchase,5904330,1.49E+18,4,1.59,121.14,2,576802932,,Silver,a468141a-a1ff-46d0-b2f8-38a8bebe2db0,1.25
1/26/2022,event557,purchase,5802134,1.49E+18,2,5.54,128.11,7,576802932,,Silver,8dc6b975-dcb3-445b-a6ab-d6a433804827,1.25
1/26/2022,event557,purchase,5800025,1.49E+18,3,7.22,135.33,9,576802932,,Silver,a999ae31-9b4d-46b3-9e8b-f4f66b481bbf,1.25
1/26/2022,event557,purchase,5884234,1.49E+18,2,1.75,137.08,2,576802932,,Silver,cc81cf13-1542-4807-a9a2-a295ae76a60b,1.25
1/26/2022,event557,purchase,5848417,1.49E+18,3,0.79,137.87,1,576802932,,Silver,b74c907f-b1df-4598-9b91-11b06c7ac8f2,1.25
1/26/2022,event557,purchase,5848901,1.49E+18,3,1.27,139.14,2,576802932,,Silver,95d3fade-5f85-46f6-867d-572c2b9cf92c,1.25
1/26/2022,event557,purchase,5775410,1.49E+18,2,6.33,145.47,8,576802932,,Silver,8c7a8c4e-4c1b-4217-86ab-6b49a0a78f94,1.25
1/26/2022,event557,purchase,5904292,1.49E+18,3,1.59,147.06,2,576802932,,Silver,1ec1ec93-5c4a-45f5-a38f-563aacd8238d,1.25
2/1/2022,event558,purchase,5885431,1.49E+18,2,7.22,154.28,9,576802932,,Silver,283eda50-8983-4960-ab3d-be6136fe2326,1.25
2/1/2022,event558,purchase,5907846,1.49E+18,3,1.43,155.71,2,576802932,,Silver,4436839b-b049-4e5f-82a4-3a6ea0f3e677,1.25
2/1/2022,event558,purchase,5730189,1.49E+18,3,6.35,162.06,8,576802932,,Silver,67285870-a519-49f7-980e-5d1225ab379b,1.25
2/1/2022,event558,purchase,5906096,1.49E+18,2,1.59,163.65,2,576802932,,Silver,d4698565-5f62-46e5-9d06-3274ac4ec358,1.25
2/1/2022,event558,purchase,5889904,1.49E+18,1,1.75,165.4,2,576802932,,Silver,86d1bedf-4c77-4796-97eb-86609b539801,1.25
2/1/2022,event558,purchase,5907874,1.49E+18,1,1.43,166.83,2,576802932,,Silver,b80c8edf-7252-47ba-b47f-0997758d8ca7,1.25
2/1/2022,event558,purchase,5786773,1.49E+18,3,5.54,172.37,7,576802932,,Silver,de8e9299-91a8-4fd8-9038-cd81cc871f3f,1.25
2/1/2022,event558,purchase,5908219,1.49E+18,1,1.43,173.8,2,576802932,,Silver,de265512-69df-42b8-bc6a-986ccfa8dbf9,1.25
2/1/2022,event558,purchase,5906116,1.49E+18,4,1.27,175.07,2,576802932,,Silver,a0f3b034-e713-4f9d-9b15-a276f7f67d60,1.25
2/1/2022,event558,purchase,5833330,1.49E+18,2,0.95,176.02,1,576802932,,Silver,66a54679-ef2e-4ff7-a72d-b6c30d2e09e6,1.25
2/1/2022,event558,purchase,5819125,1.49E+18,2,1.27,177.29,2,576802932,,Silver,fa69c7bd-9ef4-4f4f-bed2-39fcb0ab244c,1.25
2/1/2022,event558,purchase,5906102,1.49E+18,2,0.79,178.08,1,576802932,,Silver,7ee3ec69-43cd-4d1a-84c1-13587d0bff2b,1.25
2/1/2022,event558,purchase,5885385,1.49E+18,1,1.27,179.35,2,576802932,,Silver,5b23fd13-3b5f-4883-81f4-b3b06fd7ac07,1.25
2/1/2022,event558,purchase,5817893,1.49E+18,3,5.56,184.91,7,576802932,,Silver,f3c0511f-d1e3-46ee-b904-042b0714342b,1.25
2/1/2022,event558,purchase,5904367,1.49E+18,3,1.59,186.5,2,576802932,,Silver,2ce67b25-0f5b-4c57-bf3f-41ef7d6a5905,1.25
2/1/2022,event558,purchase,5903954,1.49E+18,3,1.59,188.09,2,576802932,,Silver,c2314da7-32d7-4cf6-b8f7-8dac66906582,1.25
2/1/2022,event558,purchase,5817888,1.49E+18,1,5.56,193.65,7,576802932,,Silver,c3b50524-03d4-4940-96bb-022a3332a9d0,1.25
2/1/2022,event558,purchase,5885435,1.49E+18,3,7.22,200.87,9,576802932,,Silver,fd1704e9-0a69-44a4-983a-873e87c47a74,1.25
2/1/2022,event558,purchase,5908229,1.49E+18,3,1.43,202.3,2,576802932,,Silver,14bbf7f3-06ed-48c3-b568-ec3fe7941e8a,1.25
2/1/2022,event558,purchase,5908193,1.49E+18,2,1.43,203.73,2,576802932,,Silver,5e4912a5-2061-47b8-be5e-5f4d4008c90a,1.25
2/1/2022,event558,purchase,5775411,1.49E+18,3,6.33,210.06,8,576802932,,Silver,01fa4171-c7e7-441b-9761-4b02c84cf901,1.25
2/1/2022,event558,purchase,5889902,1.49E+18,1,1.75,211.81,2,576802932,,Silver,21c5f8f9-d4e7-4b90-9208-2f9366901445,1.25
2/1/2022,event558,purchase,5904273,1.49E+18,4,1.59,213.4,2,576802932,,Silver,5e96cb13-99c6-4b4a-ad34-308a18d0e6cf,1.25
2/16/2022,event559,purchase,5841322,1.89E+18,1,3.95,217.35,5,576802932,,Silver,4a73d76d-6300-4f4a-a99f-d1d32a9c59a9,1.25
2/16/2022,event559,purchase,5853695,1.49E+18,2,2.37,219.72,3,576802932,,Silver,28e5543e-99d2-434b-86e6-e5a541ef8603,1.25
2/16/2022,event559,purchase,5885434,1.49E+18,2,7.22,226.94,9,576802932,,Silver,d4162403-6ef1-4ada-8de4-3202f9f36ac7,1.25
2/16/2022,event559,purchase,5848898,1.49E+18,2,1.27,228.21,2,576802932,,Silver,72eb9d92-40ff-4fe5-a447-ed27daf05b19,1.25
2/16/2022,event559,purchase,5903996,1.49E+18,3,1.59,231.23,2,576802932,,Silver,83cc334f-10d7-429a-83f1-5ba8261669e2,1.25
2/16/2022,event559,purchase,5786771,1.49E+18,2,5.54,236.77,7,576802932,,Silver,82d00515-706b-4e4a-aca7-aba6b2e3e9a5,1.25
2/16/2022,event559,purchase,5802131,1.49E+18,4,5.54,242.31,7,576802932,,Silver,8ea3bd5b-92ad-4bee-b91a-b4b11a12d458,1.25
2/16/2022,event559,purchase,5907878,1.49E+18,1,1.43,243.74,2,576802932,,Silver,4f5522c9-f89f-4bc0-9f6f-3adf3d461741,1.25
2/16/2022,event559,purchase,5835922,1.49E+18,4,5.54,249.28,7,576802932,,Silver,82827cb1-b2bc-42ae-a6f0-3c0957284e9f,1.25
2/16/2022,event559,purchase,5908217,1.49E+18,1,1.43,250.71,2,576802932,,Silver,264b85d4-b6ac-4297-9bf2-87e53f70ab11,1.25
2/16/2022,event559,purchase,5904753,1.49E+18,3,1.59,252.3,2,576802932,,Silver,79c42185-e450-4f44-a795-5b55e409fb29,1.25
2/21/2022,event560,purchase,5903978,1.49E+18,2,1.59,264.52,2,576802932,,Silver,e517e752-c2b1-4f9f-8a0a-69f0421b8c02,1.25
2/21/2022,event560,purchase,5847872,1.49E+18,2,7.94,272.46,10,576802932,,Silver,d3809963-53ce-47fd-88c0-21afda8c90ca,1.25
2/21/2022,event560,purchase,5908185,1.49E+18,2,1.43,273.89,2,576802932,,Silver,0ef6e952-2596-4d91-8bcd-46748e861190,1.25
2/21/2022,event560,purchase,5859336,1.49E+18,3,1.75,275.64,2,576802932,,Silver,c51c08e1-fe66-4624-bdd3-66beaf60df4f,1.25
2/21/2022,event560,purchase,5903750,1.49E+18,3,1.59,277.23,2,576802932,,Silver,72619895-af20-4ef9-be30-147c5825db0d,1.25
2/21/2022,event560,purchase,5885442,1.49E+18,3,5.56,282.79,7,576802932,,Silver,f97ca49b-a0b2-40c4-abac-35fe5002baf0,1.25
2/21/2022,event560,purchase,5903958,1.49E+18,4,1.59,284.38,2,576802932,,Silver,3a4dd831-f0f3-48f6-b2f4-e87db7ad0460,1.25
2/21/2022,event560,purchase,5901661,1.49E+18,2,0.79,285.17,1,576802932,,Silver,e858ed5a-7d7d-4f35-87f5-dc71cdecf069,1.25
2/26/2022,event561,purchase,5742926,1.49E+18,1,21.78,306.95,38,576802932,,Gold,c2e3713b-9c29-4f87-a38c-03889c51dd38,1.75
2/26/2022,event561,purchase,5906118,1.49E+18,4,1.27,308.22,2,576802932,,Gold,847d151b-a60f-47f3-8a55-fa529c84a513,1.75
2/26/2022,event561,purchase,5900636,1.49E+18,2,0.79,309.01,1,576802932,,Gold,0a88c0d9-96f5-4125-94c9-ec4761b82fe1,1.75
2/26/2022,event561,purchase,5731077,1.49E+18,3,6.35,315.36,11,576802932,,Gold,962e3836-6c3f-4696-8efe-e240562ba211,1.75
2/26/2022,event561,purchase,5904273,1.49E+18,2,1.59,316.95,3,576802932,,Gold,d79545a7-665d-4be9-89ac-cf0d8d44cb71,1.75
2/26/2022,event561,purchase,5908201,1.49E+18,4,1.43,318.38,3,576802932,,Gold,e72372f3-f0b4-4466-b811-c8b495ff9de2,1.75
2/26/2022,event561,purchase,5885379,1.49E+18,4,1.59,330.6,3,576802932,,Gold,2e20e78c-3d09-498b-8e41-69a67911f0b2,1.75
2/26/2022,event561,purchase,5903762,1.49E+18,2,1.59,332.19,3,576802932,,Gold,20251455-9c0b-4a92-b3ac-095c6e298f15,1.75
2/26/2022,event561,purchase,5700046,1.49E+18,2,0.4,332.59,1,576802932,,Gold,51d85cb0-897f-48d2-918b-ad63965c12dc,1.75
3/5/2022,event562,purchase,5835915,1.49E+18,2,5.54,338.13,10,576802932,,Gold,9192596b-f842-4b43-ae31-86ffc5e7bb2e,1.75
3/5/2022,event562,purchase,5806548,1.49E+18,2,10.63,348.76,19,576802932,,Gold,207226a8-1b43-47dc-8559-7a0ef1965bf8,1.75
3/5/2022,event562,purchase,5848198,1.49E+18,3,1.43,350.19,3,576802932,,Gold,ced09e08-e362-49a5-8a44-1c0818ae75cb,1.75
3/5/2022,event562,purchase,5899364,1.49E+18,3,1.75,351.94,3,576802932,,Gold,2f1e18bc-3a54-4d85-94cf-19d68d976081,1.75
3/5/2022,event562,purchase,5907852,1.49E+18,4,1.43,359.72,3,576802932,,Gold,f29230e4-a256-4d7a-902f-9e7e9eb8fcd8,1.75
3/5/2022,event562,purchase,5903770,1.49E+18,2,1.59,361.31,3,576802932,,Gold,8ca9eb30-35ba-4f0c-a251-3ba3509bf534,1.75
3/5/2022,event562,purchase,5850311,1.89E+18,3,7.14,368.45,12,576802932,,Gold,0471025a-391d-45ba-ae9d-81c57e31cc83,1.75
3/5/2022,event562,purchase,5904251,1.49E+18,2,1.59,370.04,3,576802932,,Gold,fa5d21d2-a9c1-48b0-a74e-f6ccdae71f02,1.75
3/5/2022,event562,purchase,5904288,1.49E+18,1,1.59,371.63,3,576802932,,Gold,698d7acb-3fd7-4518-bb59-6254ddde872d,1.75
3/5/2022,event562,purchase,5775411,1.49E+18,4,6.33,377.96,11,576802932,,Gold,e093ea98-24a6-4dec-9ffa-bde039a3abff,1.75
3/5/2022,event562,purchase,5904791,1.49E+18,2,1.59,379.55,3,576802932,,Gold,993d74f2-4cfb-48ba-b75d-2972786098bf,1.75
3/5/2022,event562,purchase,5848200,1.49E+18,1,1.43,380.98,3,576802932,,Gold,51f534f6-3bdf-4df6-9c71-7bfad5eda8f9,1.75
3/14/2022,event563,purchase,5819241,1.49E+18,3,4.44,385.42,8,576802932,,Gold,1003da7d-7edb-4516-9598-be1044016b1b,1.75
3/14/2022,event563,purchase,5907871,1.49E+18,2,1.43,386.85,3,576802932,,Gold,1bd263f6-da18-48a2-bcc3-83187572977d,1.75
3/14/2022,event563,purchase,5858606,1.49E+18,1,1.75,388.6,3,576802932,,Gold,c6df74dc-c78e-4a3d-b32a-dda97377095e,1.75
3/14/2022,event563,purchase,5900630,1.49E+18,3,0.79,389.39,1,576802932,,Gold,0ef19b98-1785-4052-8d15-f664785e7e9f,1.75
3/14/2022,event563,purchase,5894924,1.49E+18,4,6.33,395.72,11,576802932,,Gold,506ed27a-edf2-413f-b138-0f35538b2d96,1.75
3/14/2022,event563,purchase,5859402,1.49E+18,4,2.37,398.09,4,576802932,,Gold,de02689f-112a-4d80-9e46-602b8d0478cc,1.75
3/14/2022,event563,purchase,5813141,1.49E+18,2,5.54,403.63,10,576802932,,Gold,14bbad59-1b96-48c5-af56-3543c1bd043f,1.75
3/14/2022,event563,purchase,5907880,1.49E+18,3,1.43,405.06,3,576802932,,Gold,c1b13414-9a7e-4579-a499-76d59dee85b9,1.75
3/14/2022,event563,purchase,5885387,1.49E+18,2,0.79,405.85,1,576802932,,Gold,e0d20cbd-7e72-48d2-ab9a-d5b19c83d2aa,1.75
3/14/2022,event563,purchase,5907864,1.49E+18,3,1.43,407.28,3,576802932,,Gold,a7e119de-a056-4e84-ac4f-638a50a3111b,1.75
3/14/2022,event563,purchase,5900282,1.49E+18,1,1.43,408.71,3,576802932,,Gold,a36f900f-9c88-491c-8a3f-8c0c87c8f4b8,1.75
3/14/2022,event563,purchase,5817779,1.49E+18,2,0.79,409.5,1,576802932,,Gold,f7257a5b-5449-4136-aa56-e373f484ffa2,1.75
3/14/2022,event563,purchase,5904498,1.49E+18,3,1.59,411.09,3,576802932,,Gold,d1516025-9e4a-4ba8-861f-f64ac18488a9,1.75
3/20/2022,event564,purchase,5908180,1.49E+18,2,1.43,413.95,3,576802932,,Gold,aa4ecc86-dffc-4292-ab04-618a2659d015,1.75
3/20/2022,event564,purchase,5908236,1.49E+18,2,1.43,415.38,3,576802932,,Gold,da70e6b4-1929-4651-9e57-4de5e86f2d2e,1.75
3/20/2022,event564,purchase,5906096,1.49E+18,4,1.59,416.97,3,576802932,,Gold,d492e0df-aad5-49b0-94b2-68e1af2c06fd,1.75
3/20/2022,event564,purchase,5845409,1.49E+18,3,5.56,422.53,10,576802932,,Gold,046a9541-a875-4bd2-9989-8268d082fccf,1.75
3/20/2022,event564,purchase,5824590,1.49E+18,4,5.56,428.09,10,576802932,,Gold,fbe9933f-8c6d-46d7-b267-ca5d64a34342,1.75
3/20/2022,event564,purchase,5859327,1.49E+18,2,2.06,430.15,4,576802932,,Gold,2627d98f-26ff-4a9a-9e8d-5e6516fb0211,1.75
3/20/2022,event564,purchase,5567936,1.49E+18,2,3,433.15,5,576802932,,Gold,d20580ef-bb92-4e0c-bfa6-68b79071598c,1.75
3/20/2022,event564,purchase,5817885,1.49E+18,2,5.56,438.71,10,576802932,,Gold,8b44953f-8ebb-47fe-9850-5826683e4c38,1.75
3/20/2022,event564,purchase,5841722,1.49E+18,2,1.37,440.08,2,576802932,,Gold,650e1166-ecf0-4e3f-a889-da983fc721a0,1.75
3/20/2022,event564,purchase,5870372,1.49E+18,3,1.75,441.83,3,576802932,,Gold,70fd5dca-8275-4b27-b269-269638818df6,1.75
3/20/2022,event564,purchase,5907846,1.49E+18,1,1.43,443.26,3,576802932,,Gold,baf5a586-322a-4e2e-b652-7abe7a7cdafc,1.75
3/20/2022,event564,purchase,5824741,1.49E+18,1,5.56,448.82,10,576802932,,Gold,ff6e1b82-c40e-45dd-ace7-d4989714ca0f,1.75
3/20/2022,event564,purchase,5907854,1.49E+18,2,1.43,450.25,3,576802932,,Gold,86143a1a-f13d-404b-9c25-76040479489f,1.75
3/24/2022,event565,purchase,5907854,1.49E+18,4,1.43,451.68,3,576802932,,Gold,a6a7849b-24c4-42b3-a646-2474bfd0dc28,1.75
3/24/2022,event565,purchase,5834752,1.49E+18,3,6.02,457.7,11,576802932,,Gold,4f8541bb-4e4c-42b9-80c9-54a41a705747,1.75
3/24/2022,event565,purchase,5902103,1.49E+18,4,2.38,460.08,4,576802932,,Gold,a7487f96-da7b-4062-abaa-400d63506021,1.75
